"id_log","id_user","lng","lat","accuracy","log_time"
"3173145","65","-5.9664766","54.615685200000001","3.9000000953674001","2016-02-25 11:12:38"
"3173146","65","-5.9665194000000001","54.6157161","3.9000000953674001","2016-02-25 11:12:42"
"3173147","65","-5.9665400999999996","54.615753599999998","3.9000000953674001","2016-02-25 11:12:46"
"3173148","65","-5.9665623999999999","54.615773599999997","3.9000000953674001","2016-02-25 11:12:50"
"3173149","65","-5.9665914999999998","54.6158","3.9000000953674001","2016-02-25 11:12:54"
"3173150","65","-5.9666034000000003","54.615814800000003","3.9000000953674001","2016-02-25 11:12:58"
"3173151","65","-5.9666256000000004","54.615839899999997","3.9000000953674001","2016-02-25 11:13:02"
"3173152","65","-5.9666372000000001","54.615852199999999","3.9000000953674001","2016-02-25 11:13:06"
"3173153","65","-5.9666474999999997","54.615863400000002","3.9000000953674001","2016-02-25 11:13:10"
"3173154","65","-5.9666496000000002","54.615863900000001","3.9000000953674001","2016-02-25 11:13:14"
"3173155","65","-5.9666496999999996","54.615863900000001","3.9000000953674001","2016-02-25 11:13:18"
"3173156","65","-5.9666499000000002","54.615863900000001","3.9000000953674001","2016-02-25 11:13:22"
"3173157","65","-5.9666497999999999","54.615864000000002","3.9000000953674001","2016-02-25 11:13:26"
"3173158","65","-5.9666290999999996","54.615867299999998","3.9000000953674001","2016-02-25 11:13:30"
"3173159","65","-5.9666392000000004","54.615876999999998","3.9000000953674001","2016-02-25 11:13:34"
"3173160","65","-5.9666395000000003","54.615881799999997","3.9000000953674001","2016-02-25 11:13:38"
"3173161","65","-5.9666452000000003","54.615885400000003","3.9000000953674001","2016-02-25 11:13:42"
"3173162","65","-5.9666515000000002","54.615888900000002","3.9000000953674001","2016-02-25 11:13:47"
"3173163","65","-5.9666683000000003","54.6158985","3.9000000953674001","2016-02-25 11:13:52"
"3173164","65","-5.9666800999999996","54.615895899999998","3.9000000953674001","2016-02-25 11:13:57"
"3173165","65","-5.9666899999999998","54.615898100000003","3.9000000953674001","2016-02-25 11:14:01"
"3173166","65","-5.9666775999999997","54.6158979","3.9000000953674001","2016-02-25 11:14:07"
"3173167","65","-5.9666639000000004","54.615893900000003","3.9000000953674001","2016-02-25 11:14:11"
"3173168","65","-5.9666565","54.615888699999999","3.9000000953674001","2016-02-25 11:14:15"
"3173169","65","-5.9666715000000003","54.615895799999997","3.9000000953674001","2016-02-25 11:14:22"
"3173170","65","-5.9666772000000003","54.615917500000002","3.9000000953674001","2016-02-25 11:14:29"
"3173171","65","-5.9666791000000003","54.615924700000001","3.9000000953674001","2016-02-25 11:14:33"
"3173172","65","-5.9666940999999998","54.615940700000003","3.9000000953674001","2016-02-25 11:14:37"
"3173173","65","-5.9667195","54.615966100000001","3.9000000953674001","2016-02-25 11:14:41"
"3173174","65","-5.9667497000000003","54.615989599999999","3.9000000953674001","2016-02-25 11:14:45"
"3173175","65","-5.9667757000000003","54.616016999999999","3.9000000953674001","2016-02-25 11:14:49"
"3173176","65","-5.9667817999999997","54.616030100000003","3.9000000953674001","2016-02-25 11:14:53"
"3173177","65","-5.9667953999999996","54.616048200000002","3.9000000953674001","2016-02-25 11:14:57"
"3173178","65","-5.9667485999999998","54.616076499999998","3.9000000953674001","2016-02-25 11:15:01"
"3173179","65","-5.9667338000000001","54.616111699999998","3.9000000953674001","2016-02-25 11:15:05"
"3173180","65","-5.9667339000000004","54.616142500000002","3.9000000953674001","2016-02-25 11:15:09"
"3173181","65","-5.9667520999999999","54.616159199999998","3.9000000953674001","2016-02-25 11:15:13"
"3173182","65","-5.9667577999999999","54.616186900000002","3.9000000953674001","2016-02-25 11:15:17"
"3173183","65","-5.9667601000000001","54.616200800000001","3.9000000953674001","2016-02-25 11:15:21"
"3173184","65","-5.9667979000000004","54.616251699999999","3.9000000953674001","2016-02-25 11:15:25"
"3173185","65","-5.9668022000000001","54.6162797","3.9000000953674001","2016-02-25 11:15:29"
"3173186","65","-5.9668238999999996","54.616297099999997","3.9000000953674001","2016-02-25 11:15:33"
"3173187","65","-5.9668264999999998","54.616330300000001","3.9000000953674001","2016-02-25 11:15:37"
"3173188","65","-5.9668273999999997","54.616344499999997","3.9000000953674001","2016-02-25 11:15:41"
"3173189","65","-5.9668561999999996","54.616382700000003","3.9000000953674001","2016-02-25 11:15:46"
"3173190","65","-5.9668786999999996","54.616421000000003","3.9000000953674001","2016-02-25 11:15:50"
"3173191","65","-5.9668834000000004","54.616455600000002","3.9000000953674001","2016-02-25 11:15:54"
"3173192","65","-5.9668780000000003","54.616486500000001","3.9000000953674001","2016-02-25 11:15:58"
"3173193","65","-5.9668865000000002","54.6164986","3.9000000953674001","2016-02-25 11:16:02"
"3173194","65","-5.9669014999999996","54.616548799999997","3.9000000953674001","2016-02-25 11:16:06"
